Accession,binding_site_count,n_sites_detected_2plus_libraries,n_sites_detected_3_libraries,max_detected_libraries,mean_detected_libraries,depth_max_35L33G,depth_mean_35L33G,depth_max_2J3,depth_mean_2J3,depth_max_polyclonal,depth_mean_polyclonal,entropy_max_35L33G,entropy_mean_35L33G,entropy_max_2J3,entropy_mean_2J3,entropy_max_polyclonal,entropy_mean_polyclonal,has_binding_site
NM_001083119,3,0,0,1,1.0,,,21.0,17.0,13.0,13.0,,,1.01009975935,0.9444255551205001,0.983961446001,0.983961446001,True
NM_001083318,3,2,1,3,2.0,89.0,72.0,88.0,64.33333333333333,113.0,113.0,1.00593179521,0.9439224721615,1.08857767745,0.918510680113,0.961990705114,0.961990705114,True
NM_001083331,27,12,4,3,1.5925925925925926,297.0,99.45454545454545,268.0,91.07142857142857,289.0,83.66666666666667,1.08019248307,0.8886565884832727,1.14813185434,0.9069120222125001,1.22927633846,0.8438550835211667,True
NM_001083882,8,4,1,3,1.625,56.0,42.75,53.0,38.5,83.0,44.4,0.875265353346,0.7810012012524999,1.02505761376,0.8571165695475,0.997271523182,0.8359090471658,True
NM_001083894,17,12,5,3,2.0,156.0,68.18181818181819,325.0,86.75,198.0,93.0909090909091,1.03944611606,0.8195386040288182,1.04311885867,0.8386315755436667,1.03134077389,0.8224868084868181,True
NM_001083897,18,11,7,3,2.0,171.0,52.25,130.0,39.75,187.0,52.75,1.21825500294,0.9158652616861667,1.06085694716,0.8785517921750833,1.24042633902,0.8852118261180832,True
NM_001083921,6,3,1,3,1.6666666666666667,27.0,20.333333333333332,38.0,25.666666666666668,55.0,28.5,0.950270539233,0.9297015520456666,0.661563238158,0.6088328918523334,1.01310549183,0.94526342635075,True
NM_001083929,2,1,1,3,2.0,20.0,17.5,24.0,24.0,31.0,31.0,0.970115783987,0.894462120105,1.03972077084,1.03972077084,0.88263057339,0.88263057339,True
NM_001085355,3,2,1,3,2.0,20.0,18.333333333333332,16.0,15.0,49.0,49.0,1.07338362034,0.9495252604519999,1.04335342694,0.86825030375,0.598269588585,0.598269588585,True
NM_001085410,11,7,4,3,2.0,175.0,74.375,223.0,132.6,199.0,81.66666666666667,1.16423036811,0.91350549894475,1.12336097237,0.8695826561386,1.47106108163,1.0829196642004444,True
NM_001085492,17,7,3,3,1.588235294117647,37.0,25.11111111111111,47.0,27.454545454545453,40.0,25.142857142857142,1.16444923115,0.9370428662211112,1.08518861297,0.8728431542078181,1.21055784418,0.9451541254177143,True
NM_001085493,1,1,1,3,3.0,21.0,21.0,28.0,28.0,43.0,43.0,0.955699891113,0.955699891113,0.598269588585,0.598269588585,0.786372686741,0.786372686741,True
NM_001085495,13,6,2,3,1.6153846153846154,53.0,28.75,58.0,28.5,108.0,40.666666666666664,1.31972992152,0.9188502678443751,1.09606732845,0.79795478168,1.34211317891,0.8865707113771111,True
NM_001085498,2,1,0,2,1.5,52.0,52.0,46.0,32.0,,,0.909212532921,0.909212532921,0.900908873225,0.826027108308,,,True
NM_001085500,3,1,0,2,1.3333333333333333,26.0,26.0,50.0,33.5,14.0,14.0,1.02628640177,1.02628640177,0.916161645807,0.895031030038,0.651756561173,0.651756561173,True
NM_001085515,1,0,0,1,1.0,,,17.0,17.0,,,,,1.05510161817,1.05510161817,,,True
NM_001085522,8,7,1,3,2.0,301.0,83.28571428571429,296.0,139.0,256.0,92.16666666666667,1.10833123996,0.9323714960397143,1.22427209208,1.0260477887053334,1.03308352537,0.871281437536,True
NM_001085546,2,0,0,1,1.0,18.0,18.0,,,18.0,18.0,1.13241632801,1.13241632801,,,1.03662796886,1.03662796886,True
NM_001093750,1,1,0,2,2.0,8.0,8.0,,,30.0,30.0,0.661563238158,0.661563238158,,,0.995076371194,0.995076371194,True
NM_001093764,18,12,6,3,2.0,387.0,118.4,469.0,97.92307692307692,484.0,99.53846153846153,1.30002771137,0.9923113626256,1.3543573147,0.9385592231106153,1.34607706581,0.8768622935281538,True
NM_001097644,4,2,1,3,1.75,35.0,34.333333333333336,80.0,47.5,24.0,22.0,1.05834536859,0.8391714193036667,0.806147374662,0.7213307714785,1.00546682933,1.0020230804585,True
NM_001098225,4,2,0,2,1.5,48.0,40.0,21.0,21.0,50.0,25.0,1.07173009411,0.9681356285645,0.598269588585,0.598269588585,1.05510161817,0.8494369956286666,True
NM_001098233,2,2,0,2,2.0,20.0,20.0,18.0,18.0,30.0,30.0,0.673011667009,0.673011667009,0.936888307539,0.7332972532985,0.860851390631,0.860851390631,True
NM_001098636,1,0,0,1,1.0,6.0,6.0,,,,,0.867563228481,0.867563228481,,,,,True
NM_001098836,19,12,5,3,1.894736842105263,283.0,60.07142857142857,156.0,54.84615384615385,172.0,60.44444444444444,1.27302833659,0.9182812575997142,1.09795991433,0.8856871890593846,1.11659317884,0.902346632999,True
NM_001099276,1,1,0,2,2.0,,,25.0,25.0,12.0,12.0,,,1.0875656526,1.0875656526,0.562335144619,0.562335144619,True
NM_001099624,4,3,3,3,2.5,281.0,145.33333333333334,189.0,121.66666666666667,173.0,77.0,1.36081793057,0.9478031040939999,1.31971234262,1.083855055983,1.44171566254,1.164992395284,True
NM_001099628,19,8,2,3,1.5263157894736843,46.0,25.363636363636363,72.0,32.857142857142854,58.0,27.363636363636363,1.3567703194,1.0263752472867274,1.08501115746,0.834183185825143,1.08522804007,0.7569430783921818,True
NM_001099637,13,7,3,3,1.7692307692307692,81.0,36.25,113.0,43.125,98.0,35.714285714285715,1.09735117725,0.930429597668875,1.11313582649,0.949825375878125,1.26597002514,0.8735834171735714,True
NM_001099674,4,2,1,3,1.75,24.0,18.0,30.0,24.0,35.0,29.0,1.37234044655,1.0663092789976665,0.668248477665,0.605760629501,0.875778702291,0.760934603676,True
NM_001100451,11,6,2,3,1.7272727272727273,88.0,47.55555555555556,46.0,31.75,51.0,30.5,1.07952957333,0.9350661870178888,1.2972484882,0.8618616373825,1.04375703633,0.6817795105606667,True
NM_001100452,10,6,4,3,2.0,64.0,39.5,103.0,59.25,104.0,51.625,1.29720038635,0.94802665924925,1.25172737248,0.8550439742692499,1.17907156618,0.913616877331375,True
NM_001100458,22,14,8,3,2.0,451.0,135.06666666666666,578.0,143.76923076923077,587.0,134.4375,1.40784729173,0.9154375056280001,1.30227612369,0.8958942249443845,1.37757927773,0.9748937270128125,True
NM_001100461,1,0,0,1,1.0,,,13.0,13.0,,,,,0.830517825287,0.830517825287,,,True
NM_001100591,38,26,8,3,1.894736842105263,963.0,96.04347826086956,854.0,91.88461538461539,958.0,93.78260869565217,1.27827781538,0.8275423664009132,1.25953659275,0.8907135080863462,1.33872439258,0.990953808904,True
NM_001101430,2,1,1,3,2.0,519.0,271.5,339.0,339.0,559.0,559.0,1.06352150287,1.03260810408,0.935035718283,0.935035718283,0.727551554305,0.727551554305,True
NM_001101478,9,3,2,3,1.5555555555555556,54.0,35.75,53.0,25.333333333333332,40.0,28.25,1.28317264802,0.9996506177990001,1.0579054247,0.9551034654461668,0.988850628663,0.86438797010275,True
NM_001101479,1,0,0,1,1.0,,,10.0,10.0,,,,,0.897945724857,0.897945724857,,,True
NM_001101598,3,1,1,3,1.6666666666666667,32.0,26.333333333333332,19.0,19.0,13.0,13.0,1.07173009411,0.9256587930613334,0.623654849568,0.623654849568,0.61724176973,0.61724176973,True
NM_001102407,12,7,3,3,1.8333333333333333,208.0,110.2,265.0,92.5,364.0,99.81818181818181,1.07797817016,0.827553405145,1.05257657364,0.8739081173018333,1.16332920725,0.8824139210204546,True
NM_001102430,41,28,16,3,2.073170731707317,637.0,75.25925925925925,402.0,70.20689655172414,728.0,77.41379310344827,1.2845784933,0.9598972790777778,1.36867257229,0.8937818393582758,1.33506041205,0.8882755239756552,True
NM_001102437,6,4,1,3,1.8333333333333333,234.0,68.8,261.0,100.0,316.0,138.33333333333334,1.23112133952,0.917919669762,1.25182092092,0.98256935196,1.23362647012,0.8621077185580001,True
NM_001102444,12,5,1,3,1.5,45.0,21.4,85.0,35.625,47.0,31.2,1.03460123291,0.8755013874022,1.07173009411,0.895248559973125,1.2869634439,0.8597174081851999,True
NM_001102455,44,32,22,3,2.227272727272727,1637.0,217.13333333333333,1304.0,189.74193548387098,1068.0,167.45945945945945,1.36850374815,0.9034341148159334,1.31019687845,0.9166056539740645,1.42041968789,0.8853497387403514,True
NM_001102458,25,19,12,3,2.24,297.0,76.05555555555556,282.0,63.1578947368421,286.0,70.15789473684211,1.12465094165,0.8352814876071111,1.21616392399,0.9039051292822632,1.31954546325,0.8256332009499473,True
NM_001102565,2,1,1,3,2.0,30.0,30.0,26.0,26.0,27.0,19.0,1.36057728174,1.36057728174,0.690185676019,0.690185676019,1.03040899915,0.8429453865255001,True
NM_001103158,20,11,4,3,1.75,176.0,67.83333333333333,201.0,69.45454545454545,183.0,51.916666666666664,1.0875656526,0.810176229653,1.091006011,0.7976235863147273,1.03460123291,0.8181276847215834,True
NM_001103165,17,9,5,3,1.8235294117647058,882.0,163.15384615384616,852.0,229.0,1094.0,193.63636363636363,1.09157714387,0.9358154450546153,1.12506441965,0.9096596204602856,1.14315185841,0.9055900027535455,True
NM_001103182,8,2,1,3,1.375,57.0,57.0,90.0,39.25,109.0,38.833333333333336,0.908326597448,0.908326597448,1.08889997535,0.9946876873922499,1.09861228867,0.8926027108675,True
NM_001105667,8,6,3,3,2.125,282.0,106.42857142857143,321.0,113.16666666666667,309.0,123.75,1.14349668236,0.9213884853778571,1.04380325039,0.9122723701316667,1.26351818392,0.860542606494,True
NM_001109626,40,25,10,3,1.875,389.0,51.035714285714285,527.0,54.78260869565217,470.0,62.333333333333336,1.43227784314,0.8987016902591786,1.49267166234,0.915317239330087,1.09606732845,0.83414686921125,True
NM_001109691,6,3,3,3,2.0,197.0,66.6,201.0,86.66666666666667,194.0,61.5,1.35793920967,1.0256761317676,0.679608582317,0.6093292718473333,1.03972077084,0.9042721060615,True
NM_001109747,1,1,0,2,2.0,35.0,35.0,,,15.0,15.0,0.888972843935,0.888972843935,,,0.636514168295,0.636514168295,True
NM_001109757,31,21,14,3,2.129032258064516,234.0,54.80952380952381,210.0,45.083333333333336,269.0,61.61904761904762,1.28694779797,0.9214970355598096,1.26585675187,0.890270369165625,1.44428704007,0.8450848947128572,True
NM_001109991,48,32,18,3,2.0416666666666665,872.0,154.52941176470588,813.0,165.78787878787878,775.0,173.0,1.26310553021,0.960963831013706,1.23879371636,0.8760439682620607,1.22868026814,0.9018074903865484,True
NM_001109995,33,23,8,3,1.9393939393939394,1146.0,196.15,1174.0,200.1,1108.0,160.5,1.25499401324,0.88907460540435,1.20634109214,0.87341440369705,1.20068779698,0.8450264711331249,True
NM_001110017,13,8,5,3,2.0,250.0,50.111111111111114,34.0,27.571428571428573,216.0,49.0,1.07755632707,0.8207111030148888,1.09861228867,0.8649244270140001,1.07472122512,0.8088367792508,True
NM_001110129,6,4,3,3,2.1666666666666665,74.0,51.25,86.0,48.25,138.0,58.4,1.1646217609,0.93076193924025,1.06085694716,0.84949791541875,0.960147825151,0.8276449440382001,True
NM_001110140,48,30,18,3,2.0,1891.0,215.0909090909091,1876.0,267.3225806451613,2224.0,279.53125,1.17346145046,0.8763474223778486,1.21316343904,0.8444146636004517,1.2395431192,0.8105074298764687,True
NM_001110142,25,17,9,3,2.04,212.0,66.11111111111111,194.0,73.08333333333333,275.0,84.85714285714286,1.19829979226,0.7900509609519444,1.46096865071,0.91530528932,1.41505678109,0.9492814122594763,True
NM_001110148,5,5,3,3,2.6,91.0,59.75,78.0,50.0,113.0,60.75,1.28310662819,1.09140885440425,1.47146890681,1.1975910149570002,1.04061995442,0.7946624931955,True
NM_001110152,3,1,0,2,1.3333333333333333,110.0,110.0,25.0,25.0,47.0,26.5,0.84486792329,0.84486792329,1.02096076986,1.02096076986,0.954347635521,0.7954309019079999,True
NM_001110159,6,4,1,3,1.8333333333333333,37.0,24.333333333333332,72.0,31.75,55.0,41.25,0.989558798391,0.7884304711090001,1.11716303303,0.8994378603547499,1.02178399872,0.77751342299925,True
NM_001110162,14,7,4,3,1.7857142857142858,72.0,31.4,125.0,38.375,84.0,27.714285714285715,1.27911006295,0.954486679797,0.938139015005,0.695341426458625,1.2142617665,0.9195859746048571,True
NM_001110197,5,3,1,3,1.8,127.0,127.0,85.0,40.0,119.0,72.25,0.853916128337,0.853916128337,1.09337471756,0.8591529080067499,0.995038555205,0.86577400567675,True
NM_001110204,1,0,0,1,1.0,,,24.0,24.0,,,,,0.982281505484,0.982281505484,,,True
NM_001110208,7,6,1,3,2.0,63.0,32.5,39.0,28.0,44.0,19.6,1.08979731267,0.8250330193396667,1.03040899915,0.8793022950093334,1.03972077084,0.754723502427,True
NM_001110209,22,13,7,3,1.9090909090909092,172.0,73.11111111111111,226.0,54.294117647058826,289.0,57.125,1.30665994212,0.9083057262051111,1.06085694716,0.8207499261094117,1.34309417034,0.899788610789,True
NM_001110216,61,38,20,3,1.9508196721311475,1530.0,165.97368421052633,1830.0,150.34782608695653,2333.0,202.6,1.27250354748,0.8879726988850001,1.29356113854,0.8216938521118913,1.35105581768,0.8799848744585428,True
NM_001110218,5,3,2,3,2.0,60.0,35.5,46.0,36.0,49.0,36.333333333333336,1.15090806173,0.86538116620275,1.0417002424,0.9565764601029999,0.973253121132,0.8544695008556666,True
NM_001110231,3,1,0,2,1.3333333333333333,35.0,35.0,19.0,19.0,37.0,27.5,1.09280313651,1.09280313651,1.0459781657,1.0459781657,1.06085694716,0.822192209469,True
NM_001110271,2,0,0,1,1.0,21.0,15.5,,,,,1.07101854241,1.0106445408215001,,,,,True
NM_001110300,1,0,0,1,1.0,,,14.0,14.0,,,,,0.892117870819,0.892117870819,,,True
NM_001110328,3,3,0,2,2.0,26.0,26.0,26.0,18.0,34.0,33.333333333333336,0.582492243885,0.582492243885,1.0579054247,0.8654585458544999,1.03885521937,0.8424229936756666,True
NM_001110824,4,2,0,2,1.5,23.0,17.333333333333332,30.0,21.0,33.0,33.0,1.09861228867,0.9325205027056667,1.03972077084,0.928336772937,1.06268124441,1.06268124441,True
NM_001110826,37,27,15,3,2.135135135135135,282.0,66.03703703703704,302.0,67.53846153846153,300.0,66.61538461538461,1.20347982318,0.8456633320947037,1.21662256893,0.8469877292094614,1.14837122445,0.8532013582781922,True
NM_001110831,10,3,0,2,1.3,78.0,30.0,36.0,21.8,41.0,30.75,1.07023594919,1.00355984457875,1.03460123291,0.8963422111113999,1.16392610604,0.8523515107005,True
NM_001110856,1,0,0,1,1.0,,,,,28.0,28.0,,,,,1.06094424079,1.06094424079,True
NM_001111028,9,5,2,3,1.7777777777777777,31.0,26.5,53.0,35.42857142857143,54.0,25.4,1.00424247305,0.77935066132525,1.02392879964,0.9066967419828572,0.997271523182,0.6873716841682,True
NM_001111059,1,0,0,1,1.0,16.0,16.0,,,,,0.900256051269,0.900256051269,,,,,True
NM_001111062,2,1,0,2,1.5,19.0,19.0,29.0,29.0,25.0,25.0,1.0459781657,1.0459781657,1.05278723025,1.05278723025,0.69234696709,0.69234696709,True
NM_001111099,3,3,1,3,2.3333333333333335,32.0,18.666666666666668,31.0,21.0,12.0,10.0,1.23712090365,0.95811767316,0.958643487602,0.8070626307515001,0.974314752869,0.9209389906750001,True
NM_001111119,3,2,1,3,2.0,154.0,154.0,231.0,123.0,131.0,61.0,1.009991254,1.009991254,1.05492016799,1.04562031362,1.06906342205,0.9930506307729999,True
NM_001111121,25,17,7,3,1.96,189.0,40.72222222222222,279.0,63.13333333333333,197.0,54.0,1.04335342694,0.8088826809676667,1.34580759645,0.9375617613359334,1.0917862381,0.8082822382390625,True
NM_001111311,3,1,0,2,1.3333333333333333,60.0,41.5,72.0,47.5,,,1.19064485307,1.12224428164,1.07472122512,1.0062634698344999,,,True
NM_001111320,26,14,5,3,1.7307692307692308,131.0,67.84615384615384,119.0,60.93333333333333,171.0,47.64705882352941,0.98520078264,0.7467645989027692,1.09675569603,0.8854627370386666,1.28952187587,0.9130430731091177,True
NM_001112703,10,0,0,1,1.0,83.0,29.2,14.0,11.333333333333334,93.0,65.0,1.10138488476,1.039479005587,1.09861228867,0.965007656026,0.955058834322,0.932467052881,True
NM_001112715,6,6,2,3,2.3333333333333335,303.0,134.0,253.0,94.6,178.0,96.6,1.09781887952,0.8098607445099999,1.03349206069,0.9412849121008,0.978825459696,0.8026611284868,True
NM_001112729,2,1,1,3,2.0,35.0,27.0,25.0,25.0,35.0,35.0,0.907186465218,0.8850221329275,0.592953317447,0.592953317447,0.570047170501,0.570047170501,True
NM_001112731,1,0,0,1,1.0,18.0,18.0,,,,,1.08930967896,1.08930967896,,,,,True
NM_001112738,12,8,6,3,2.1666666666666665,1688.0,270.2,1814.0,331.75,1658.0,324.0,1.28557643719,0.9734478428752,1.12716878435,0.867445317144125,1.135931827,0.91503060660375,True
NM_001113179,12,9,4,3,2.0833333333333335,192.0,58.25,155.0,49.22222222222222,133.0,58.5,1.29981572806,0.952170823734,1.07896382028,0.8361108238866666,0.991091971182,0.765320346730875,True
NM_001113188,26,18,10,3,2.076923076923077,569.0,137.78947368421052,701.0,157.5,556.0,164.2941176470588,1.25805205843,0.8381686789387368,1.28674660003,0.8669545082336111,1.12724827328,0.878484116941353,True
NM_001113198,1,1,1,3,3.0,24.0,24.0,44.0,44.0,64.0,64.0,0.689670928357,0.689670928357,0.649687712748,0.649687712748,0.836129753841,0.836129753841,True
NM_001113199,10,9,7,3,2.6,352.0,204.75,482.0,252.33333333333334,497.0,250.77777777777777,1.02623195549,0.7788519658115,0.98777836047,0.814886815579889,1.0373573322,0.8146459917296667,True
NM_001113204,5,3,1,3,1.8,44.0,23.333333333333332,26.0,18.333333333333332,35.0,18.0,1.05947829265,0.8829849483993333,1.3073360833,1.1527230305876668,1.07339428128,0.7774651234106665,True
NM_001113209,2,1,0,2,1.5,,,32.0,30.5,40.0,40.0,,,1.04992665787,1.031474680705,0.688138813714,0.688138813714,True
NM_001113246,3,3,1,3,2.3333333333333335,60.0,47.0,84.0,38.333333333333336,52.0,43.5,1.20986106801,1.064909427375,0.691416077617,0.581876011755,0.979018094406,0.9185180634015,True
NM_001113354,7,5,4,3,2.2857142857142856,60.0,38.0,64.0,35.285714285714285,86.0,28.4,0.887694275799,0.72959394589425,1.16337289152,0.9248069979552856,0.997873767871,0.7322147808274,True
NM_001113413,2,1,0,2,1.5,15.0,15.0,,,37.0,25.5,0.636514168295,0.636514168295,,,0.892117870819,0.8650992468084999,True
NM_001113419,9,4,1,3,1.5555555555555556,60.0,41.5,32.0,25.833333333333332,56.0,40.75,1.04563313547,0.9478079158735,0.970457702789,0.774715476481,1.06318027605,0.781564429383,True
NM_001113470,12,8,6,3,2.1666666666666665,81.0,42.888888888888886,46.0,26.0,119.0,66.85714285714286,1.21386672249,0.8499449586445555,1.05834536859,0.8256980648097001,1.09377044725,0.7548490845951429,True
NM_001113478,30,19,5,3,1.8,116.0,47.94444444444444,133.0,52.125,118.0,50.25,1.05535419522,0.7816752477109445,1.24860588991,0.8524099269555,1.21333267876,0.8817438415060501,True
NM_001113517,6,2,0,2,1.3333333333333333,89.0,58.75,25.0,20.5,98.0,65.5,1.13229654102,0.94839962554475,1.34212572275,1.1985229453700001,0.863275210504,0.7498946893995,True
NM_001113545,42,28,21,3,2.1666666666666665,786.0,131.90322580645162,775.0,132.56666666666666,864.0,138.1,1.2990852355,0.9502796651079032,1.34472324078,0.8631418034908334,1.37629733528,0.9159439454057333,True
NM_001113562,2,0,0,1,1.0,,,16.0,16.0,32.0,32.0,,,1.07173009411,1.07173009411,0.881532261188,0.881532261188,True
NM_001114088,2,1,1,3,2.0,43.0,43.0,17.0,14.5,22.0,22.0,1.06545606572,1.06545606572,1.07755632707,1.05297524689,0.916464885539,0.916464885539,True
NM_001114098,7,5,3,3,2.142857142857143,63.0,33.666666666666664,30.0,15.0,64.0,32.8,0.957671905045,0.7788340303348332,1.05213916622,0.8974616914039999,1.10523866124,0.9287051659650001,True
NM_001114119,7,2,2,3,1.5714285714285714,49.0,42.333333333333336,113.0,49.333333333333336,83.0,35.8,1.15249216564,1.0324294200663333,1.03619878482,0.8816829836866665,1.12776163761,0.9632577924957999,True
NM_001114124,9,3,1,3,1.4444444444444444,38.0,17.5,29.0,17.333333333333332,20.0,14.333333333333334,1.01140426471,0.794548908836,0.981372333747,0.837681588863,1.03972077084,0.9756218772796666,True
NM_001114328,18,11,7,3,2.0,128.0,64.3076923076923,123.0,65.41666666666667,271.0,78.0,1.05657580441,0.8815550104093077,1.17243184003,0.9158315816242499,1.14290893465,0.8763619617563637,True
NM_001114339,2,1,0,2,1.5,22.0,22.0,13.0,13.0,27.0,27.0,1.07023594919,1.07023594919,0.690185676019,0.690185676019,0.813082901314,0.813082901314,True
NM_001114347,18,14,7,3,2.1666666666666665,100.0,42.833333333333336,167.0,45.166666666666664,222.0,51.666666666666664,1.30965796146,0.8053028889328333,1.35686591936,0.888225699216,1.25864759328,0.8967094934924,True
NM_001114361,25,16,8,3,1.96,370.0,77.26666666666667,359.0,54.0,368.0,86.0625,1.19986971288,0.8729428515903332,1.10822548274,0.9120940047898333,1.19680702257,0.783854788746125,True
NM_001114609,31,18,8,3,1.8387096774193548,202.0,51.421052631578945,166.0,47.6,240.0,59.166666666666664,1.48299554868,0.8769420776667894,1.23029689371,0.9462064269614,1.30701663775,0.988445086418111,True
NM_001114665,22,11,4,3,1.6818181818181819,181.0,40.0,214.0,37.642857142857146,225.0,61.9,1.23816964122,0.890892561962077,1.08889997535,0.8969432602208572,1.06381174218,0.7446109620601999,True
NM_001114977,44,26,11,3,1.8409090909090908,372.0,65.10344827586206,339.0,71.18518518518519,227.0,69.48,1.24544105376,0.9007486262286896,1.18749356989,0.8796517292215925,1.18890784082,0.8781638719923199,True
NM_001115010,19,16,6,3,2.1578947368421053,205.0,47.13333333333333,244.0,65.66666666666667,220.0,51.285714285714285,1.21794355346,0.8775881342953333,1.41066450099,0.8718173529383333,1.06433988081,0.7833394334039285,True
NM_001115075,1,0,0,1,1.0,,,48.0,48.0,,,,,0.831402520496,0.831402520496,,,True
NM_001115076,10,6,2,3,1.8,76.0,26.428571428571427,106.0,33.166666666666664,67.0,31.8,1.21917607779,0.9197553125934286,1.37512910291,0.9531421238276666,0.990100074728,0.7345454616688001,True
NM_001115132,15,9,2,3,1.7333333333333334,87.0,46.142857142857146,109.0,39.333333333333336,98.0,51.3,0.930999125357,0.7978326160504287,1.041792441,0.8153805834055555,1.07755632707,0.8445709808297,True
NM_001122594,2,0,0,1,1.0,,,10.0,10.0,,,,,0.943348392329,0.943348392329,,,True
NM_001122604,15,9,2,3,1.7333333333333334,71.0,29.90909090909091,56.0,20.571428571428573,53.0,20.25,1.32206436526,0.9801983536464545,1.1537419427,0.7670749816502856,1.07339428128,0.8107887450525,True
NM_001122640,4,2,2,3,2.0,57.0,57.0,58.0,32.333333333333336,97.0,57.0,0.844399118151,0.751254552847,1.12237212907,1.029554688291,1.01787575999,0.9271987243296667,True
NM_001122685,7,5,2,3,2.0,50.0,23.0,38.0,26.5,60.0,34.0,1.26061885492,0.9700145381140001,1.03982765482,0.9187403426882501,1.04924603498,0.7888675931353999,True
NM_001122733,48,30,17,3,1.9791666666666667,1020.0,150.54545454545453,1098.0,165.1290322580645,852.0,160.03225806451613,1.13489148955,0.9330807250806363,1.34375213307,0.9568515981315161,1.2963545127,0.8786441454875806,True
NM_001122759,2,1,0,2,1.5,24.0,24.0,,,29.0,18.0,0.802818782038,0.802818782038,,,1.05278723025,0.8255284094175,True
NM_001122768,15,4,4,3,1.5333333333333334,194.0,55.285714285714285,155.0,44.714285714285715,139.0,41.55555555555556,1.25096894561,0.9608549929087143,1.15277502658,0.8789653391537142,1.20971025603,1.0095437545365558,True
NM_001122818,20,15,9,3,2.2,226.0,56.0,210.0,69.78571428571429,307.0,80.07142857142857,1.31477573755,0.9201805706125,1.30600915033,0.8715504093365715,1.25716238381,0.8728355988490714,True
NM_001122820,1,1,0,2,2.0,35.0,35.0,,,22.0,22.0,0.957742040529,0.957742040529,,,0.625491359726,0.625491359726,True
NM_001122832,4,2,2,3,2.0,18.0,13.5,54.0,38.0,33.0,27.0,1.06085694716,0.8486855577275,0.859967281036,0.7080031595633334,1.04663048658,0.9876490318843333,True
NM_001122851,4,2,1,3,1.75,40.0,30.666666666666668,48.0,36.0,41.0,38.0,1.04842391838,0.8137416008783332,0.562335144619,0.5503012989235,0.864552404745,0.8536956808289999,True
NM_001122893,5,3,1,3,1.8,65.0,47.25,37.0,35.0,55.0,43.0,1.18684173808,0.98971210216925,1.36962994708,1.0223862678295,1.32553055218,1.0804596248626668,True
NM_001122897,7,4,2,3,1.8571428571428572,79.0,37.75,34.0,21.5,64.0,22.6,0.992104763196,0.93811551922875,1.07101854241,0.7304636329985,1.43405829766,0.9911574610824001,True
NM_001122899,1,0,0,1,1.0,,,57.0,57.0,,,,,0.81023661155,0.81023661155,,,True
NM_001122954,3,1,1,3,1.6666666666666667,88.0,88.0,40.0,40.0,109.0,77.0,1.00179960835,1.00179960835,0.688138813714,0.688138813714,0.956608498102,0.882761450191,True
NM_001122992,6,3,2,3,1.8333333333333333,62.0,34.0,96.0,63.333333333333336,74.0,45.0,1.16789539969,1.0499348771809998,1.07173009411,0.8451000438233334,1.26486605339,0.9510289579213334,True
NM_001123038,15,9,5,3,1.9333333333333333,311.0,105.45454545454545,276.0,123.8,336.0,119.0,1.16769293284,0.8942820547302728,1.19401692426,0.8761228319895,1.11128359845,0.890244273609625,True
NM_001123327,17,11,7,3,2.0588235294117645,315.0,64.0,318.0,62.083333333333336,277.0,56.72727272727273,1.32412483479,0.85829822511475,1.18977405696,0.9520683983785,1.41447702073,0.8665723172324546,True
NM_001123370,4,4,4,3,3.0,72.0,58.25,37.0,31.75,55.0,43.0,0.953030927547,0.89767164038275,1.03662796886,0.68731937159625,0.681854608731,0.632061204929,True
NM_001123371,1,0,0,1,1.0,19.0,19.0,,,,,1.07952957333,1.07952957333,,,,,True
NM_001123386,10,3,1,3,1.4,294.0,61.57142857142857,260.0,260.0,195.0,51.666666666666664,1.09735117725,0.9958825248581429,0.829539417679,0.829539417679,1.07755632707,0.8674555428316667,True
NM_001126046,2,0,0,1,1.0,12.0,12.0,21.0,21.0,,,1.02818385933,1.02818385933,0.977320208956,0.977320208956,,,True
NM_001127177,13,8,3,3,1.8461538461538463,110.0,46.0,89.0,54.5,96.0,42.625,1.37622660434,0.9733118520201249,1.07021313172,0.9103724590975,1.05129827265,0.79029403729125,True
NM_001127189,30,19,10,3,1.9666666666666666,315.0,142.46666666666667,341.0,111.3913043478261,459.0,128.28571428571428,1.13745073146,0.9164366941026001,1.21020344486,0.893404339003913,1.15772033452,0.8267795714540953,True
NM_001127324,2,1,1,3,2.0,30.0,24.5,16.0,16.0,17.0,17.0,1.05492016799,0.9667226335585,0.621086374555,0.621086374555,0.677494404449,0.677494404449,True
NM_001127338,8,5,2,3,1.875,29.0,25.25,40.0,23.166666666666668,49.0,36.2,1.04663048658,0.8217143211155,1.1362907637,0.9025568031466666,1.06563720874,0.9209208001694,True
NM_001127346,6,3,1,3,1.6666666666666667,60.0,44.333333333333336,60.0,41.5,55.0,37.0,1.07757337289,0.9545179490310001,1.31398794277,1.199499550115,1.20204099806,1.0074756587428,True
NM_001127356,2,2,1,3,2.5,77.0,77.0,72.0,67.5,72.0,67.5,1.17164376447,1.17164376447,1.16143877117,1.0234559712890001,1.42186239389,0.9842090339755,True
NM_001127363,4,3,2,3,2.25,54.0,36.333333333333336,37.0,29.333333333333332,53.0,31.666666666666668,1.38205896493,1.0511233978296666,0.988159796773,0.8315681492166668,0.837043077742,0.6261631167389999,True
